customer_id,month,mrr,is_new,is_expansion,is_contraction,is_churned
CUST-00037,2024-01,243.99,1,0,0,0
CUST-00038,2024-01,228.37,1,0,0,0
CUST-00039,2024-01,4200,1,0,0,0
CUST-00001,2024-02,231.62,0,1,0,0
CUST-00003,2024-02,120.64,0,1,0,0
CUST-00004,2024-02,223.18,0,0,0,0
CUST-00005,2024-02,76.88,0,0,1,0
CUST-00006,2024-02,55.86,0,0,1,0
CUST-00007,2024-02,76.42,0,0,1,0
CUST-00009,2024-02,185.6,0,1,0,0
CUST-00010,2024-02,213,0,0,0,0
CUST-00011,2024-02,141.86,0,1,0,0
CUST-00012,2024-02,132.03,0,0,0,0
CUST-00013,2024-02,2296.36,0,0,0,0
CUST-00014,2024-02,101,0,0,0,0
CUST-00015,2024-02,59.36,0,0,1,0
CUST-00016,2024-02,70.35,0,1,0,0
CUST-00017,2024-02,134.11,0,0,1,1
CUST-00018,2024-02,171.37,0,0,0,0
CUST-00019,2024-02,244,0,0,1,0
CUST-00020,2024-02,266.64,0,1,0,0
CUST-00021,2024-02,175.9,0,0,0,0
CUST-00022,2024-02,101.91,0,1,0,0
CUST-00023,2024-02,226.12,0,0,1,0
CUST-00024,2024-02,206.13,0,0,0,0
CUST-00025,2024-02,254.44,0,1,0,0
CUST-00026,2024-02,256.77,0,0,0,0
CUST-00027,2024-02,55.38,0,0,0,0
CUST-00028,2024-02,85.7,0,0,1,0
CUST-00029,2024-02,120.18,0,1,0,0
CUST-00030,2024-02,147.38,0,0,1,0
CUST-00032,2024-02,47.62,0,0,0,0
CUST-00033,2024-02,58.78,0,0,1,0
CUST-00034,2024-02,147.34,0,0,1,0
CUST-00035,2024-02,247.48,0,1,0,0
CUST-00037,2024-02,249.66,0,1,0,0
CUST-00038,2024-02,230.98,0,0,0,0
CUST-00039,2024-02,4155.58,0,0,0,0
CUST-00040,2024-02,173.96,1,0,0,0
CUST-00041,2024-02,177.07,1,0,0,0
CUST-00042,2024-02,69.67,1,0,0,0
CUST-00043,2024-02,163.55,1,0,0,1
CUST-00044,2024-02,1396.06,1,0,0,0
CUST-00045,2024-02,240.34,1,0,0,0
CUST-00046,2024-02,141.9,1,0,0,1
CUST-00047,2024-02,62.62,1,0,0,0
CUST-00001,2024-03,228.66,0,0,0,0
CUST-00003,2024-03,116.66,0,0,1,0
CUST-00004,2024-03,226.11,0,0,0,0
CUST-00005,2024-03,73.84,0,0,1,0
CUST-00006,2024-03,53.74,0,0,1,0
CUST-00007,2024-03,78.44,0,1,0,0
CUST-00009,2024-03,183.91,0,0,0,0
CUST-00010,2024-03,212.35,0,0,0,1
CUST-00011,2024-03,140.34,0,0,0,0
CUST-00012,2024-03,181.97,0,1,0,0
CUST-00013,2024-03,2365.39,0,1,0,0
CUST-00014,2024-03,100.7,0,0,0,0
CUST-00015,2024-03,59.43,0,0,0,0
CUST-00016,2024-03,68.32,0,0,1,0
CUST-00018,2024-03,168.76,0,0,0,0
CUST-00019,2024-03,238.77,0,0,1,0
CUST-00020,2024-03,256.55,0,0,1,0
CUST-00021,2024-03,182.32,0,1,0,0
CUST-00022,2024-03,100.14,0,0,0,0
CUST-00023,2024-03,218.39,0,0,1,0
CUST-00024,2024-03,213.04,0,1,0,0
CUST-00025,2024-03,251.47,0,0,0,0
CUST-00026,2024-03,255.83,0,0,0,0
CUST-00027,2024-03,54.54,0,0,0,0
CUST-00028,2024-03,87.97,0,1,0,0
CUST-00029,2024-03,116.79,0,0,1,0
CUST-00030,2024-03,103.02,0,0,1,0
CUST-00032,2024-03,47.13,0,0,0,0
CUST-00033,2024-03,57.19,0,0,1,0
CUST-00034,2024-03,147.06,0,0,0,0
CUST-00035,2024-03,262.3,0,1,0,0
CUST-00037,2024-03,279.92,0,1,0,0
CUST-00038,2024-03,235.44,0,0,0,0
CUST-00039,2024-03,4265.24,0,1,0,0
CUST-00040,2024-03,174.4,0,0,0,0
CUST-00041,2024-03,184.51,0,1,0,0
CUST-00042,2024-03,68.66,0,0,0,0
CUST-00044,2024-03,1449.2,0,1,0,0
CUST-00045,2024-03,300.56,0,1,0,0
CUST-00047,2024-03,60.24,0,0,1,0
CUST-00048,2024-03,205.89,1,0,0,0
CUST-00049,2024-03,219.06,1,0,0,0
CUST-00050,2024-03,165.92,1,0,0,0
CUST-00051,2024-03,138.32,1,0,0,0
CUST-00052,2024-03,75.17,1,0,0,0
CUST-00053,2024-03,171.86,1,0,0,0
CUST-00054,2024-03,77.6,1,0,0,0
CUST-00055,2024-03,149.58,1,0,0,0
CUST-00056,2024-03,3900,1,0,0,0
CUST-00001,2024-04,223.04,0,0,1,0
CUST-00003,2024-04,114.47,0,0,0,0
CUST-00004,2024-04,222.11,0,0,0,0
CUST-00005,2024-04,75.97,0,1,0,0
CUST-00006,2024-04,56.05,0,1,0,0
CUST-00007,2024-04,80.83,0,1,0,0
CUST-00009,2024-04,182.94,0,0,0,0
CUST-00011,2024-04,142.75,0,0,0,0
CUST-00012,2024-04,191.29,0,1,0,0
CUST-00013,2024-04,2318.18,0,0,0,0
CUST-00014,2024-04,102.39,0,0,0,0
CUST-00015,2024-04,59.69,0,0,0,0
CUST-00016,2024-04,71.89,0,1,0,0
CUST-00018,2024-04,168.63,0,0,0,0
CUST-00019,2024-04,244.53,0,1,0,0
CUST-00020,2024-04,260.48,0,0,0,0
CUST-00021,2024-04,176.16,0,0,1,0
CUST-00022,2024-04,96.44,0,0,1,0
CUST-00023,2024-04,209.7,0,0,1,0
CUST-00024,2024-04,213.19,0,0,0,0
CUST-00025,2024-04,245.19,0,0,1,0
CUST-00026,2024-04,256.62,0,0,0,0
CUST-00027,2024-04,57.69,0,1,0,0
CUST-00028,2024-04,55.94,0,0,1,0
CUST-00029,2024-04,118.99,0,0,0,0
CUST-00030,2024-04,99.41,0,0,1,0
CUST-00032,2024-04,48.26,0,1,0,0
CUST-00033,2024-04,60.32,0,1,0,0
CUST-00034,2024-04,148.34,0,0,0,0
CUST-00035,2024-04,261.14,0,0,0,0
CUST-00037,2024-04,280.57,0,0,0,0
CUST-00038,2024-04,245.78,0,1,0,0
CUST-00039,2024-04,4300.76,0,0,0,0
CUST-00040,2024-04,170.01,0,0,1,0
CUST-00041,2024-04,193.95,0,1,0,0
CUST-00042,2024-04,70.07,0,1,0,0
CUST-00044,2024-04,1485.79,0,1,0,0
CUST-00045,2024-04,308.26,0,1,0,0
CUST-00047,2024-04,58.11,0,0,1,0
CUST-00048,2024-04,209.45,0,0,0,0
CUST-00049,2024-04,216.25,0,0,0,0
CUST-00050,2024-04,193.51,0,1,0,0
CUST-00051,2024-04,134.41,0,0,1,0
CUST-00052,2024-04,76.43,0,0,0,0
CUST-00053,2024-04,165.75,0,0,1,0
CUST-00054,2024-04,82.14,0,1,0,0
CUST-00055,2024-04,97.61,0,0,1,1
CUST-00056,2024-04,3877.34,0,0,0,1
CUST-00057,2024-04,148.85,1,0,0,0
CUST-00058,2024-04,77.62,1,0,0,0
CUST-00059,2024-04,70,1,0,0,0
CUST-00060,2024-04,102.08,1,0,0,0
CUST-00061,2024-04,521.39,1,0,0,0
CUST-00062,2024-04,257.91,1,0,0,0
CUST-00063,2024-04,141.88,1,0,0,0
CUST-00001,2024-05,216.46,0,0,1,0
CUST-00003,2024-05,112.74,0,0,0,0
CUST-00004,2024-05,223.02,0,0,0,0
CUST-00005,2024-05,80.37,0,1,0,0
CUST-00006,2024-05,57.85,0,1,0,0
CUST-00007,2024-05,79.69,0,0,0,0
CUST-00009,2024-05,188.1,0,1,0,0
CUST-00011,2024-05,110.65,0,0,1,0
CUST-00012,2024-05,201.1,0,1,0,0
CUST-00013,2024-05,2395.02,0,1,0,0
CUST-00014,2024-05,104.53,0,1,0,0
CUST-00015,2024-05,58.52,0,0,0,0
CUST-00016,2024-05,70.31,0,0,1,0
CUST-00018,2024-05,176.25,0,1,0,0
CUST-00019,2024-05,240.36,0,0,0,0
CUST-00020,2024-05,251.41,0,0,1,0
CUST-00021,2024-05,177.7,0,0,0,0
CUST-00022,2024-05,133.04,0,1,0,0
CUST-00023,2024-05,217.22,0,1,0,0
CUST-00024,2024-05,215.32,0,0,0,0
CUST-00025,2024-05,248.13,0,0,0,0
CUST-00026,2024-05,269.84,0,1,0,0
CUST-00027,2024-05,58.79,0,0,0,0
CUST-00028,2024-05,57.09,0,1,0,0
CUST-00029,2024-05,121.46,0,1,0,0
CUST-00030,2024-05,97.69,0,0,0,0
CUST-00032,2024-05,63.06,0,1,0,0
CUST-00033,2024-05,63.03,0,1,0,0
CUST-00034,2024-05,143.04,0,0,1,0
CUST-00035,2024-05,256.16,0,0,0,0
CUST-00037,2024-05,292.64,0,1,0,0
CUST-00038,2024-05,240.12,0,0,1,0
CUST-00039,2024-05,4273.62,0,0,0,0
CUST-00040,2024-05,168.1,0,0,0,0
CUST-00041,2024-05,188.12,0,0,1,0
CUST-00042,2024-05,68.3,0,0,1,0
CUST-00044,2024-05,1484.02,0,0,0,0
CUST-00045,2024-05,322.05,0,1,0,0
CUST-00047,2024-05,56.08,0,0,1,0
CUST-00048,2024-05,208.22,0,0,0,0
CUST-00049,2024-05,208.97,0,0,1,0
CUST-00050,2024-05,188.09,0,0,1,0
CUST-00051,2024-05,134.07,0,0,0,0
CUST-00052,2024-05,77.33,0,0,0,0
CUST-00053,2024-05,172.74,0,1,0,0
CUST-00054,2024-05,85.8,0,1,0,0
CUST-00057,2024-05,145.65,0,0,1,1
CUST-00058,2024-05,77.04,0,0,0,0
CUST-00059,2024-05,59.71,0,0,1,0
CUST-00060,2024-05,107.24,0,1,0,0
CUST-00061,2024-05,520.93,0,0,0,0
CUST-00062,2024-05,260.44,0,0,0,0
CUST-00063,2024-05,137.95,0,0,1,0
CUST-00064,2024-05,1077.87,1,0,0,0
CUST-00065,2024-05,120.09,1,0,0,0
CUST-00066,2024-05,1167.31,1,0,0,0
CUST-00067,2024-05,251.4,1,0,0,0
CUST-00068,2024-05,154.18,1,0,0,0
CUST-00069,2024-05,245.6,1,0,0,0
CUST-00070,2024-05,211.4,1,0,0,0
CUST-00071,2024-05,3600,1,0,0,0
CUST-00001,2024-06,225.53,0,1,0,0
CUST-00003,2024-06,108.97,0,0,1,0
CUST-00004,2024-06,225.71,0,0,0,0
CUST-00005,2024-06,83.58,0,1,0,0
CUST-00006,2024-06,58.85,0,0,0,0
CUST-00007,2024-06,82.05,0,1,0,0
CUST-00009,2024-06,180.73,0,0,1,0
CUST-00011,2024-06,113.43,0,1,0,0
CUST-00012,2024-06,199.24,0,0,0,0
CUST-00013,2024-06,2365.52,0,0,0,0
CUST-00014,2024-06,109.5,0,1,0,0
CUST-00015,2024-06,80.79,0,1,0,0
CUST-00016,2024-06,70.47,0,0,0,0
CUST-00018,2024-06,184.58,0,1,0,0
CUST-00019,2024-06,236.99,0,0,0,0
CUST-00020,2024-06,182.1,0,0,1,0
CUST-00021,2024-06,175.11,0,0,0,0
CUST-00022,2024-06,132.55,0,0,0,0
CUST-00023,2024-06,229.02,0,1,0,0
CUST-00024,2024-06,215.32,0,0,0,0
CUST-00025,2024-06,241.47,0,0,1,0
CUST-00026,2024-06,272.81,0,0,0,0
CUST-00027,2024-06,61.05,0,1,0,0
CUST-00028,2024-06,46.85,0,0,1,0
CUST-00029,2024-06,126.55,0,1,0,0
CUST-00030,2024-06,101.25,0,1,0,0
CUST-00032,2024-06,65.08,0,1,0,0
CUST-00033,2024-06,62.82,0,0,0,0
CUST-00034,2024-06,146.58,0,1,0,0
CUST-00035,2024-06,253.27,0,0,0,0
CUST-00037,2024-06,308.81,0,1,0,0
CUST-00038,2024-06,233.03,0,0,1,0
CUST-00039,2024-06,4435.43,0,1,0,0
CUST-00040,2024-06,177.34,0,1,0,0
CUST-00041,2024-06,195.78,0,1,0,0
CUST-00042,2024-06,70.41,0,1,0,0
CUST-00044,2024-06,1651.82,0,1,0,0
CUST-00045,2024-06,340.54,0,1,0,0
CUST-00047,2024-06,57.27,0,1,0,0
CUST-00048,2024-06,212.23,0,0,0,0
CUST-00049,2024-06,212.03,0,0,0,0
CUST-00050,2024-06,195.56,0,1,0,0
CUST-00051,2024-06,128.76,0,0,1,0
CUST-00052,2024-06,57.09,0,0,1,0
CUST-00053,2024-06,175.6,0,0,0,0
CUST-00054,2024-06,84.81,0,0,0,0
CUST-00058,2024-06,77.15,0,0,0,0
CUST-00059,2024-06,59.14,0,0,0,0
CUST-00060,2024-06,106.21,0,0,0,0
CUST-00061,2024-06,508.17,0,0,1,0
CUST-00062,2024-06,275.67,0,1,0,0
CUST-00063,2024-06,141.61,0,1,0,0
CUST-00064,2024-06,1058.19,0,0,0,0
CUST-00065,2024-06,126.11,0,1,0,0
CUST-00066,2024-06,1205.2,0,1,0,0
CUST-00067,2024-06,337.47,0,1,0,0
CUST-00068,2024-06,155.36,0,0,0,0
CUST-00069,2024-06,253.1,0,1,0,0
CUST-00070,2024-06,223.56,0,1,0,0
CUST-00071,2024-06,3706.39,0,1,0,0
CUST-00072,2024-06,76.47,1,0,0,0
CUST-00073,2024-06,145.52,1,0,0,0
CUST-00074,2024-06,153.37,1,0,0,0
CUST-00075,2024-06,125,1,0,0,0
CUST-00076,2024-06,97.15,1,0,0,0
CUST-00077,2024-06,243.89,1,0,0,0
CUST-00078,2024-06,220.13,1,0,0,0
CUST-00079,2024-06,190.49,1,0,0,0
CUST-00080,2024-06,189.27,1,0,0,0
CUST-00001,2024-07,224.62,0,0,0,0
CUST-00003,2024-07,111.85,0,1,0,0
CUST-00004,2024-07,233.4,0,1,0,0
CUST-00005,2024-07,81.35,0,0,1,0
CUST-00006,2024-07,58.95,0,0,0,0
CUST-00007,2024-07,86.33,0,1,0,1
CUST-00009,2024-07,190.77,0,1,0,0
CUST-00011,2024-07,116.03,0,1,0,0
CUST-00012,2024-07,206.48,0,1,0,0
CUST-00013,2024-07,2418.17,0,1,0,0
CUST-00014,2024-07,113.73,0,1,0,0
CUST-00015,2024-07,81.3,0,0,0,0
CUST-00016,2024-07,69.57,0,0,0,0
CUST-00018,2024-07,184.66,0,0,0,0
CUST-00019,2024-07,231.09,0,0,1,0
CUST-00020,2024-07,179.03,0,0,0,0
CUST-00021,2024-07,179.61,0,1,0,0
CUST-00022,2024-07,138.9,0,1,0,0
CUST-00023,2024-07,226.56,0,0,0,1
CUST-00024,2024-07,219.65,0,1,0,0
CUST-00025,2024-07,252.91,0,1,0,0
CUST-00026,2024-07,271.43,0,0,0,0
CUST-00027,2024-07,59.59,0,0,1,0
CUST-00028,2024-07,48.19,0,1,0,0
CUST-00029,2024-07,122.49,0,0,1,0
CUST-00030,2024-07,105.03,0,1,0,0
CUST-00032,2024-07,67.13,0,1,0,0
CUST-00033,2024-07,66.47,0,1,0,0
CUST-00034,2024-07,92.45,0,0,1,0
CUST-00035,2024-07,255.33,0,0,0,0
CUST-00037,2024-07,311.86,0,0,0,0
CUST-00038,2024-07,243.01,0,1,0,0
CUST-00039,2024-07,3717.07,0,0,1,0
CUST-00040,2024-07,178.38,0,0,0,0
CUST-00041,2024-07,199.27,0,0,0,0
CUST-00042,2024-07,72.98,0,1,0,0
CUST-00044,2024-07,1731.63,0,1,0,0
CUST-00045,2024-07,360.97,0,1,0,0
CUST-00047,2024-07,59.64,0,1,0,0
CUST-00048,2024-07,217.44,0,1,0,0
CUST-00049,2024-07,223.87,0,1,0,0
CUST-00050,2024-07,204.53,0,1,0,0
CUST-00051,2024-07,133.85,0,1,0,1
CUST-00052,2024-07,60.31,0,1,0,0
CUST-00053,2024-07,180.19,0,1,0,0
CUST-00054,2024-07,86.37,0,0,0,0
CUST-00058,2024-07,74.73,0,0,1,0
CUST-00059,2024-07,59.61,0,0,0,0
CUST-00060,2024-07,107.59,0,0,0,0
CUST-00061,2024-07,533.64,0,1,0,0
CUST-00062,2024-07,274.2,0,0,0,0
CUST-00063,2024-07,138.07,0,0,1,0
CUST-00064,2024-07,1087.37,0,1,0,0
CUST-00065,2024-07,128.57,0,0,0,0
CUST-00066,2024-07,1238.24,0,1,0,0
CUST-00067,2024-07,350.35,0,1,0,0
CUST-00068,2024-07,163.88,0,1,0,0
CUST-00069,2024-07,266.58,0,1,0,0
CUST-00070,2024-07,232.71,0,1,0,0
CUST-00071,2024-07,3787.19,0,1,0,0
CUST-00072,2024-07,77.71,0,0,0,0
CUST-00073,2024-07,142.33,0,0,1,0
CUST-00074,2024-07,160.6,0,1,0,0
CUST-00075,2024-07,120.26,0,0,1,0
CUST-00076,2024-07,97.65,0,0,0,0
CUST-00077,2024-07,255,0,1,0,0
CUST-00078,2024-07,140.54,0,0,1,0
CUST-00079,2024-07,194.64,0,1,0,0
CUST-00080,2024-07,184.69,0,0,1,0
CUST-00081,2024-07,201.37,1,0,0,0
CUST-00082,2024-07,174.79,1,0,0,0
CUST-00083,2024-07,154.25,1,0,0,0
CUST-00084,2024-07,249.88,1,0,0,0
CUST-00085,2024-07,155.63,1,0,0,0
CUST-00086,2024-07,73.61,1,0,0,0
CUST-00087,2024-07,118.73,1,0,0,0
CUST-00088,2024-07,118.85,1,0,0,0
CUST-00089,2024-07,41.92,1,0,0,0
CUST-00090,2024-07,213.58,1,0,0,0
CUST-00091,2024-07,258.57,1,0,0,0
CUST-00092,2024-07,2056.34,1,0,0,0
CUST-00093,2024-07,140.16,1,0,0,0
CUST-00094,2024-07,3300,1,0,0,0
CUST-00001,2024-08,223.7,0,0,0,0
CUST-00003,2024-08,116.25,0,1,0,0
CUST-00004,2024-08,243.07,0,1,0,0
CUST-00005,2024-08,78.27,0,0,1,0
CUST-00006,2024-08,81.44,0,1,0,0
CUST-00009,2024-08,188.76,0,0,0,0
CUST-00011,2024-08,118.93,0,1,0,0
CUST-00012,2024-08,209.48,0,0,0,0
CUST-00013,2024-08,2187,0,0,1,0
CUST-00014,2024-08,111.12,0,0,1,0
CUST-00015,2024-08,84.01,0,1,0,0
CUST-00016,2024-08,73.22,0,1,0,0
CUST-00018,2024-08,185.47,0,0,0,0
CUST-00019,2024-08,234.8,0,0,0,0
CUST-00020,2024-08,180.68,0,0,0,0
CUST-00021,2024-08,183.27,0,1,0,0
CUST-00022,2024-08,146.03,0,1,0,0
CUST-00024,2024-08,225.91,0,1,0,0
CUST-00025,2024-08,246.87,0,0,1,0
CUST-00026,2024-08,264.46,0,0,1,0
CUST-00027,2024-08,59.03,0,0,0,0
CUST-00028,2024-08,46.71,0,0,1,1
CUST-00029,2024-08,129.78,0,1,0,0
CUST-00030,2024-08,108.31,0,1,0,0
CUST-00032,2024-08,68.8,0,1,0,0
CUST-00033,2024-08,68.08,0,1,0,0
CUST-00034,2024-08,88.94,0,0,1,0
CUST-00035,2024-08,267.49,0,1,0,0
CUST-00037,2024-08,314.29,0,0,0,0
CUST-00038,2024-08,255.79,0,1,0,0
CUST-00039,2024-08,3875.55,0,1,0,0
CUST-00040,2024-08,183.71,0,1,0,0
CUST-00041,2024-08,209.58,0,1,0,0
CUST-00042,2024-08,71.22,0,0,1,0
CUST-00044,2024-08,1816.99,0,1,0,0
CUST-00045,2024-08,365,0,0,0,0
CUST-00047,2024-08,58.06,0,0,1,0
CUST-00048,2024-08,228.46,0,1,0,0
CUST-00049,2024-08,228.35,0,1,0,0
CUST-00050,2024-08,201.87,0,0,0,0
CUST-00052,2024-08,63.28,0,1,0,0
CUST-00053,2024-08,180.72,0,0,0,0
CUST-00054,2024-08,83.51,0,0,1,0
CUST-00058,2024-08,76.55,0,1,0,0
CUST-00059,2024-08,57.25,0,0,1,0
CUST-00060,2024-08,106.07,0,0,0,0
CUST-00061,2024-08,538.22,0,0,0,0
CUST-00062,2024-08,272.2,0,0,0,0
CUST-00063,2024-08,140.88,0,1,0,0
CUST-00064,2024-08,1099.41,0,0,0,0
CUST-00065,2024-08,123.78,0,0,1,0
CUST-00066,2024-08,1285.31,0,1,0,0
CUST-00067,2024-08,338.38,0,0,1,0
CUST-00068,2024-08,172.12,0,1,0,0
CUST-00069,2024-08,259.25,0,0,1,0
CUST-00070,2024-08,238.31,0,1,0,0
CUST-00071,2024-08,3863.1,0,1,0,0
CUST-00072,2024-08,75.91,0,0,1,0
CUST-00073,2024-08,140.16,0,0,0,0
CUST-00074,2024-08,133.29,0,0,1,0
CUST-00075,2024-08,123.2,0,1,0,0
CUST-00076,2024-08,96.34,0,0,0,0
CUST-00077,2024-08,269.41,0,1,0,0
CUST-00078,2024-08,141.4,0,0,0,0
CUST-00079,2024-08,117.72,0,0,1,0
CUST-00080,2024-08,190.94,0,1,0,0
CUST-00081,2024-08,198.91,0,0,0,0
CUST-00082,2024-08,182.67,0,1,0,0
CUST-00083,2024-08,160.21,0,1,0,0
CUST-00084,2024-08,249.44,0,0,0,0
CUST-00085,2024-08,182.52,0,1,0,0
CUST-00086,2024-08,74.84,0,0,0,0
CUST-00087,2024-08,96.69,0,0,1,0
CUST-00088,2024-08,118.99,0,0,0,0
CUST-00089,2024-08,40.74,0,0,1,0
CUST-00090,2024-08,213.76,0,0,0,0
CUST-00091,2024-08,270.48,0,1,0,0
CUST-00092,2024-08,2062.59,0,0,0,0
CUST-00093,2024-08,141.77,0,0,0,0
CUST-00094,2024-08,3329.02,0,0,0,0
CUST-00095,2024-08,79.94,1,0,0,0
CUST-00096,2024-08,249.31,1,0,0,0
CUST-00097,2024-08,158.63,1,0,0,0
CUST-00098,2024-08,877.78,1,0,0,0
CUST-00099,2024-08,45.21,1,0,0,0
CUST-00100,2024-08,255.84,1,0,0,0
CUST-00101,2024-08,225.64,1,0,0,0
CUST-00102,2024-08,162.23,1,0,0,0
CUST-00103,2024-08,239.74,1,0,0,0
CUST-00104,2024-08,169.35,1,0,0,0
CUST-00105,2024-08,194.19,1,0,0,0
CUST-00106,2024-08,160.84,1,0,0,0
CUST-00107,2024-08,205.09,1,0,0,0
CUST-00108,2024-08,62.56,1,0,0,0
CUST-00109,2024-08,195.09,1,0,0,0
CUST-00110,2024-08,237.41,1,0,0,0
CUST-00111,2024-08,114.08,1,0,0,0
CUST-00001,2024-09,232.91,0,1,0,0
CUST-00003,2024-09,115.06,0,0,0,0
CUST-00004,2024-09,243.12,0,0,0,0
